11,257,2561,3972,774,1927,3723,3853,3088,3474,2323,2201,1180,31,3746,1187,548,2726,3496,170,2347,2092,1203,2742,2232,2508,3270,1095,3874,2123,972,206,2258,1366,3580,2556,1642,2540,1517,3567,2809,3193,1275,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2652,1158,2823,1625,3595,2959,144,3601,1426,787,2709,3606,2199,792,3994,796,2077,542,1439,2721,1443,2468,4007,1577,2346,1324,3543,48,1801,2485,2057,2744,1466,572,959,2369,3394,1347,1864,3088,1102,3792,725,342,471,217,2064,3603,3554,1774,3311,3491,3571,756,1655,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1537,1928,652,1241,1299,2580,2198,919,3096,666,285,415,3495,2473,4010,44,2733,1198,950,1079,2365,2112,964,3915,207,3156,1623,1625,2657,2918,2962,2924,1263,3572,383,2683,1662,1791,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,642,771,2693,3079,1026,308,2187,399,2960,1813,2223,24,1689,3226,3999,1316,2213,2220,558,1199,2480,3889,2795,2100,2360,3261,3856,2884,711,3785,2762,206,2004,1498,988,3421,2916,107,1390,1265,3444,1525,2428,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,385,1281,900,2434,1197,1552,3990,280,538,1437,3999,416,3872,3490,1578,301,2862,47,689,1973,3641,2747,1852,2109,574,959,3138,3526,459,2380,333,975,336,725,79,474,1244,2014,994,227,3941,1128,1004,1518,2803,2177,1782,379,1788,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3203,3467,1685,1686,279,1052,808,3372,819,1327,2737,307,3316,3813,825,3386,1982,63,1734,327,3554,3150,1103,3536,3537,723,343,3301,3675,479,3041,1122,485,1639,2794,876,3565,2415,3572,1651,116,2037,2938,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,257,1793,1155,2180,1414,3778,3590,2318,1295,1582,2201,1812,2837,662,3480,793,1564,285,3998,1184,2594,3879,2308,1834,2476,2221,1454,1758,2611,821,2105,3131,1343,1858,2627,2049,3917,3342,465,978,1365,3927,2008,613,3933,1659,485,2642,2473,887,635,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,258,3205,1928,2273,1295,276,1685,154,794,2587,2593,550,3368,264,46,2726,179,1463,1082,3517,1088,1602,2884,2885,1100,2385,1622,3770,2908,2037,806,609,1124,3047,3180,2542,2800,2930,1909,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3330,2114,3209,3650,2078,287,2720,1185,1585,3058,1192,937,428,304,1073,2355,3893,312,4000,575,3264,706,1989,582,3273,1742,3025,3027,2388,2645,3033,218,1243,2013,2657,3281,2151,743,3688,3178,1131,238,879,2729,3306,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3713,2823,408,3553,2449,1554,3733,920,1177,1693,674,676,1829,3365,1202,691,564,3254,3515,1727,1986,2627,459,853,727,1113,2085,603,609,1390,2032,508,637,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,769,648,395,3374,1041,2195,3348,791,25,4039,1054,1826,2879,934,1706,1707,301,2478,2718,3889,3509,1078,439,2489,3003,2237,2238,1727,1856,3138,1220,3141,455,2893,1101,1105,82,3541,2520,2393,997,3472,1374,1759,485,1767,2029,2878,3295,2038,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,899,134,1544,1930,2699,3053,1809,1172,2709,2334,2723,1833,3021,46,2863,1203,3893,842,2364,1085,3261,2247,458,3832,2381,3536,1490,85,1879,2520,3673,221,479,2529,1122,3044,1386,3051,365,1902,3569,2932,632,378,2300,2685,2814,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3585,2711,263,1290,3723,1165,3929,1811,916,1301,2838,279,1048,3354,3612,2779,3232,3881,43,3631,1201,2108,1975,316,3133,831,1984,1729,1989,2507,588,2127,337,601,1627,2144,1377,868,3304,3178,2541,622,2417,2324,2295,1912,121,2810,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,898,2307,133,903,2696,1418,2316,14,144,2577,1810,149,3309,666,1562,1947,796,287,3872,1827,1188,294,3331,817,3763,2998,3135,2255,1806,3407,863,3808,3809,1253,3050,2285,1010,3701,3451,3964,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,390,1425,1939,21,2323,1442,37,808,939,2996,825,1980,2621,2241,3047,1349,201,332,1615,981,1743,3799,984,2597,1244,2427,1505,3303,2788,998,2791,3306,619,2158,1272,889,378,1403,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,898,1156,2055,2541,2957,2958,2065,1810,602,2588,3614,2311,935,2600,2476,814,2097,4027,2237,2366,3906,1091,2252,2629,3401,844,1485,3150,2384,1363,341,2264,1498,3933,480,1761,2577,2663,2578,1385,1259,1773,2927,2934,1271,2424,2811,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,130,132,390,1290,916,2326,2714,154,2078,2975,1954,2083,1444,1831,4009,170,2675,2735,48,3762,691,2739,1721,3515,2876,3133,2494,3391,1218,1092,197,711,2121,1484,719,2128,3154,2767,2776,346,220,744,1261,2012,2417,883,3701,2166,1450,1531,2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2306,3843,3974,1415,1288,1931,3853,3473,406,3226,2587,2844,2081,1314,675,2727,2696,1197,1328,2506,825,3376,2107,1852,1342,3906,582,3529,1354,2764,211,1367,3418,3035,2398,3424,866,1764,106,1516,237,2131,702,60,2932,2038,2556,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1804,3853,3296,3246,3601,2457,3872,2595,552,3314,2862,2095,3145,57,3259,60,1856,1347,2884,201,3981,588,3107,1104,849,3159,2778,475,2781,3423,2528,2018,1253,362,619,364,1389,1902,1394,377,2042,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,643,2692,3191,1556,3992,1434,928,4002,1827,2087,3348,939,1608,3758,2351,177,690,3507,2870,2616,441,187,3147,3446,3009,2551,1480,75,3619,847,1743,3415,1112,3547,2146,1515,3820,2925,1903,2288,2255,1140,2166,631,633,1786,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1793,3589,2822,3394,11,1037,786,3477,3912,2464,2977,676,1957,3623,3144,686,1886,2737,954,1980,2498,3525,1224,2634,3656,206,592,2515,3798,3671,2137,3037,2270,2784,1638,2706,2156,2415,1012,760,1273,891,2813,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2178,259,1284,2634,1419,3480,1923,784,1041,1939,2965,2584,2844,3741,1182,2719,289,418,178,434,2995,2847,3786,74,1209,3770,315,1470,4022,2497,1347,2116,3785,1610,3531,1233,2489,1236,218,2786,1639,2770,3646,626,2036,1270,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,132,1048,3729,1815,1432,3097,1055,674,291,1317,2855,424,1580,429,1454,2095,2224,3510,3127,2107,321,3784,1355,2508,1230,2906,593,82,2006,2263,1573,1246,2288,498,1014,377,1149,2814,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1795,3756,3466,1166,1554,788,151,152,2078,1186,3757,1317,3750,2602,2987,940,3373,942,3504,306,2105,2751,963,3268,2375,3147,332,3726,595,857,3292,97,3690,3186,2196,1013,1113,3707,253,2559,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3244,3205,775,2568,3977,2989,2700,1936,787,277,280,3717,2352,2704,289,3491,2980,2567,296,1451,2604,2349,3758,1711,304,2824,3785,2997,3594,1595,4032,2529,2245,1479,3273,1998,80,3923,2005,215,2524,3421,481,2660,3941,1770,3307,2156,3311,2803,2984,1273,3580,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,260,2438,2568,779,1806,143,2576,1903,2076,3613,542,160,3820,2978,1446,3495,1960,2091,2605,2610,3511,480,961,1091,1605,2118,2062,2382,976,978,1875,3814,1493,1878,1239,3545,2906,742,611,102,3306,2856,2647,1518,1263,3441,2166,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3121,2925,3084,3725,1423,2452,25,3355,1694,177,1571,2725,3878,1575,2418,3369,3499,3400,431,3358,305,3122,1332,186,830,2113,199,2338,203,2764,717,3363,600,3419,1254,875,1867,1522,883,372,3830,1913,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3590,397,1294,2833,628,2966,663,3097,2333,2590,2079,3616,1316,1703,1832,1708,1204,181,716,3024,82,3285,1369,1757,97,2274,3045,3048,1642,3240,2927,752,1140,1784,1657,1403,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1411,773,2183,2157,907,1292,2062,3471,150,2199,796,3357,671,804,1957,3366,167,2088,3628,2609,2100,2361,2621,64,1481,1100,2765,2385,338,1828,2597,1245,351,2277,1771,1901,2798,2799,894,3440,2423,3320,507,3964,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2177,1026,2948,3974,3463,3586,523,272,2581,663,3738,545,2858,1069,1204,2271,1464,3648,3959,1607,330,715,845,981,2817,1629,479,96,3681,354,2535,3562,77,2162,2419,1015,1144,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1153,1922,1667,2946,2056,3087,3545,2195,3350,2330,3998,2219,3756,1327,2739,3064,1465,2874,1470,1348,1096,844,81,2904,89,477,1630,2271,3296,1121,1126,2552,3688,2925,1391,3187,3828,1014,504,3069,2814,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,641,656,3730,2964,1692,925,3362,3757,47,3122,1075,3769,2490,3003,60,4030,1599,3650,1221,2886,455,1865,1866,1485,210,2387,3002,3674,3533,2915,2663,108,2293,887,2808,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2948,1419,3011,23,2458,3504,3623,2474,3757,1072,3890,4019,1461,2231,2618,3132,2113,3394,1475,3781,1358,1363,1495,1753,3163,738,2021,3046,2792,620,1134,496,1905,3314,1396,511,2040,3833,506,3838,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3586,1286,2057,3596,1421,142,367,3736,3099,3358,3743,3873,3368,1067,3400,3253,3127,3128,2490,1861,2760,13,1528,3791,3921,850,2387,3412,2773,3031,826,1891,3448,3558,1383,3433,1775,881,239,3958,2808,3499,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,772,264,266,3651,3087,404,150,2199,3224,1948,3104,931,3356,2725,3336,557,431,3889,3253,4024,314,59,60,2914,1603,2246,1864,1865,2643,2519,1240,2650,4012,479,3168,226,1635,100,3772,1256,111,240,3057,3963,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,769,2753,1155,3076,2818,649,1677,2051,402,1557,22,920,410,3615,3616,1962,428,4015,2224,689,3123,2996,2997,2359,699,1213,318,321,3651,1476,3911,2251,3704,2765,78,2256,2641,2770,2510,1118,351,2786,2147,18,617,2415,2290,499,504,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3586,2437,265,1240,15,3729,1813,1947,3696,1181,3995,2593,930,42,1326,3800,3634,1587,500,3254,1080,3778,2499,3142,1095,2632,3405,1613,3409,3727,1367,984,1371,1247,867,2023,3048,2800,1524,2935,3321,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3201,773,3078,3210,12,2702,2064,27,2332,3876,1061,1447,3624,1067,3245,3247,1074,2110,842,3019,3661,3536,209,1747,980,1240,2787,1319,1515,1086,2929,754,2552,3835,3712,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3905,2948,6,2953,909,2449,915,3864,1433,154,539,1060,555,1068,1585,307,3765,1594,3521,3906,453,3781,612,3514,2885,2907,607,100,2151,232,1002,616,874,3697,1779,3189,746,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1154,1417,3565,1163,3478,1689,2460,2139,1571,1317,3879,2856,2078,1840,3977,3763,692,1499,708,3147,1486,3024,1491,2644,2393,2523,3295,1382,3683,998,2280,2665,490,2669,2805,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,386,1026,394,2699,2189,2063,2576,1938,1301,3096,808,1581,3377,1846,1977,3915,832,321,2370,707,2376,3019,3404,845,3662,3921,1666,1243,3984,3299,231,1682,2155,3949,2670,879,3827,3702,2807,3221,3858,2795,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,259,3079,3210,267,1411,1295,1811,2069,1174,666,2203,3358,1439,672,1699,1701,1318,2471,1576,2857,3629,4015,1723,1733,1097,3404,1869,206,854,2008,2653,2216,2145,3170,3300,2919,3176,1132,2669,2963,2548,2678,1783,639,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2565,3463,2320,2578,1558,2330,1307,2077,2463,3292,3237,3622,3754,1454,1199,3248,3246,3259,3516,3645,502,1735,456,3278,976,2260,2901,3834,3621,2908,3677,1759,227,3324,1901,3439,2544,1014,3285,1276,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2178,260,3077,2967,3335,657,3090,2963,3076,663,154,281,1050,796,2845,1826,2336,1186,3371,2989,2611,3759,1584,1715,2202,1083,1096,1993,1740,2381,590,3257,979,3924,855,2544,3041,1507,2150,2535,2025,752,497,3186,3440,635,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,513,3905,264,2697,779,2584,2580,2328,2330,3761,2592,2849,1826,1191,559,689,1331,2998,183,577,2243,2629,3015,712,3018,1740,465,477,2782,736,1889,3301,167,617,1259,3183,3824,3963,638,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2433,3975,2952,1417,3338,3984,3474,2579,3478,2885,2205,799,3107,805,2598,2216,1181,3336,687,2865,2358,1465,757,1078,1218,325,2760,2383,3674,3750,354,3556,2534,4034,2421,1910,2039,2602,2809,2938,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2436,2186,3979,3085,3118,1170,147,2201,667,3501,29,1054,1311,1059,2221,2457,1839,1328,1457,434,307,1845,1848,1593,700,2757,198,71,3019,3000,2381,1486,2129,723,470,88,347,1245,1894,3425,1890,1980,869,1382,3431,3687,3311,3568,3441,243,1397,1910,3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3203,651,2956,1938,1175,2588,2467,422,1199,3762,1331,829,1598,2114,2885,458,2130,3669,2646,2021,1531,3040,1506,229,3558,360,3218,2160,2427,3325,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4033,643,647,3212,655,2576,3417,1815,3746,1458,2473,1067,45,1842,1076,3637,3640,3771,1597,3905,3010,837,2504,2762,3659,3535,1490,1110,729,2832,2148,233,317,1387,2290,2932,117,2044,363,3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2689,3,1669,2183,136,2829,3331,403,153,28,29,1185,805,679,42,811,45,322,567,3178,1465,1089,66,1733,1606,610,844,3278,3026,1620,726,1497,3715,98,1252,1510,2666,3563,876,2157,1902,2929,1397,1834,507,2731,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2904,1039,144,3345,3091,404,281,1568,2470,1705,1579,2610,564,565,2486,1081,2750,1856,450,1862,967,3912,2425,2042,91,2524,1245,2017,2556,3794,3050,1138,3447,249,122,636,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2434,2051,901,1164,3940,2081,3239,1321,3169,3297,2352,4023,698,189,3915,630,1121,1221,3529,3937,3275,847,848,3540,1743,3927,474,3280,1275,3423,97,1635,1892,2661,3559,2407,3434,627,502,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2177,523,16,2451,1302,2327,2458,2715,3612,2973,3618,2213,2985,2350,1713,1075,2746,960,577,67,2885,199,2120,1609,2378,2381,2510,3406,1234,83,212,1750,3930,606,3042,997,1388,3821,3241,2171,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2412,3351,1090,522,3598,3855,276,2455,1328,289,291,3110,39,554,683,3119,944,1844,3732,1418,825,3646,1057,3652,1634,1869,3576,461,3536,2258,596,1622,2400,994,3941,3111,1642,1644,1748,504,3706,1531,2556,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2690,2691,3079,1218,1929,3989,2582,3482,3227,2594,3138,3895,3878,426,1032,3247,1457,1203,1844,437,1591,1725,2878,703,450,708,325,3767,3911,456,844,2381,1873,1875,1364,2134,994,1763,3941,2026,2796,3411,3298,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1665,644,774,527,277,1049,796,928,2083,284,2730,2224,4019,1080,953,60,1215,3520,583,3768,334,1615,3540,3686,1378,3772,2534,2793,2285,494,2416,2623,3063,1912,3580,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,772,3205,2441,10,145,1170,1556,662,3483,2589,162,1703,3368,169,948,571,2876,63,3907,1988,4038,2978,3913,460,3801,3415,2008,2521,1627,3345,357,1255,2153,370,885,3446,761,3324,254,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,514,136,2954,909,1038,274,1174,3737,3098,928,3492,3399,1735,1069,305,434,1715,439,1976,1467,3531,2625,1348,197,1478,1223,3146,843,334,1486,83,1366,3672,2009,3094,2654,3299,2535,231,3048,3667,1903,2162,1012,2680,3939,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2945,1667,2438,1290,1423,2323,1199,2461,3489,802,1061,1191,813,2350,1967,690,2227,312,1850,2627,4038,3618,2763,2000,3666,3155,3855,2874,2521,1701,350,2272,3556,3048,893,235,3564,2707,2289,2674,2932,3453,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3587,2948,391,536,528,659,920,667,412,1055,4004,3109,295,1320,3497,2224,945,2741,2880,709,3654,72,3786,460,1229,1874,2906,2652,3677,1124,2791,1767,3752,2157,238,2671,880,3313,2291,3572,118,1271,3704,1278,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2691,5,1799,1801,3340,2832,2578,1683,3220,2581,921,2076,2077,416,548,3237,1190,425,1323,1203,312,57,3771,957,3648,706,2243,2514,2260,2390,983,3554,485,2412,623,2217,3712,2557,382,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1154,2564,902,2312,3672,398,3865,2582,2329,539,3099,3243,3756,2605,3760,1074,3515,3516,2494,1728,70,2890,1998,2383,2382,1235,1237,2390,1624,602,2909,1634,2535,1131,1261,3962,1656,1109,896,3453,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,900,7,399,3923,2436,150,3863,2331,925,3614,3615,422,553,3869,2892,174,943,2224,3796,1721,570,2109,2752,2627,2636,2757,2377,586,588,3026,1235,340,3157,1111,601,858,3972,1118,3809,1636,360,2793,2493,3691,3694,2260,1014,2296,2297,3066,1790,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2711,1415,1161,1676,3779,1935,146,1555,1943,1432,1561,2458,155,2460,2719,32,1953,163,3612,1701,2215,1320,2601,2811,2476,3373,950,1463,2522,1862,1223,717,2898,2216,1878,1369,90,2396,862,2914,3687,1644,3054,1909,1144,1019,2044,1279,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,514,643,1799,2946,2317,2190,655,401,1428,1566,3617,293,935,3720,2861,1712,2609,1588,2549,3138,3469,3019,3149,1998,3539,980,1551,2392,2393,805,2011,2268,733,3422,2400,3938,3430,361,30,3439,3952,3826,245,3191,2682,2171,124,3582,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1795,2309,10,779,1454,1937,1043,1559,3484,3743,1697,2978,551,3240,814,2351,945,2995,2744,1979,2891,1856,3489,1863,2635,2128,339,1366,3033,602,2784,3684,359,1514,147,1779,245,2943,2808,3324,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1793,642,2498,3624,3469,2318,2321,3417,533,2967,547,1316,168,3884,686,3540,3890,307,1268,1333,2360,949,3004,4030,2273,3652,3406,2770,3412,3289,1370,1885,1505,2154,40,1524,2041,378,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,769,5,6,2955,1292,1423,3858,1559,2588,800,3825,1956,2856,556,46,2479,2480,3890,2227,692,1846,698,2876,322,3531,3534,1620,3087,856,3167,1377,869,2409,2566,753,2665,3187,886,3575,1272,1146,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2732,773,3622,1544,3980,15,2448,2705,661,919,411,2718,3616,1569,290,2596,1702,1319,2473,3774,2091,1160,1715,179,1976,2746,1470,706,3251,3656,2915,1747,2980,1365,984,2905,998,1507,102,3305,746,2925,3567,318,3826,2166,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1415,777,147,751,283,2846,35,422,2727,1832,2858,1067,3765,438,571,1726,2756,1095,461,1486,2511,1621,1115,3387,3807,1958,1287,2278,2539,2031,2288,3569,3683,3447,1528,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1671,2568,2445,399,1296,2065,2329,662,2199,665,3870,2457,1572,808,41,3314,2228,3829,445,3519,576,961,2372,2505,2122,718,208,2003,2004,2264,2137,2394,3678,3814,2913,1122,3811,3556,358,1639,3050,2468,2290,2549,892,1790,511,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,769,3459,1292,2701,3987,21,3568,2845,3743,33,2338,2979,38,2472,3741,687,1226,697,1479,458,1740,3025,3794,3537,1495,2395,1500,3294,3680,2829,231,2942,369,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
